text,dialect,sentiment,confidence
اليوم كان في دوامة ما خلصت من الصبح للمسا,Ammani,negative,high
ضاع مني شي مهم بالزحمة ولسا ما لقيته,Ammani,negative,high
خبر زعل سمعته اليوم، يوم مو كويس,Ammani,negative,high
الأسعار اللي على الموقع مش نفسها بالمحل,Ammani,negative,low
وصلت متأخر على الحفلة وكانت خلصت,Ammani,negative,high
البنك بعث برسالة مو مفهومة وما قدرت أتواصل معهم,Ammani,negative,high
ما في كهربا من ثلاث ساعات وما في معلومة متى برجع,Ammani,negative,medium
الجهاز الجديد وقف من أول يوم استخدمته,Ammani,negative,low
طلع خطأ بالمعاملة بعد ما انتظرت ساعتين,Ammani,negative,medium
بدي أروح أجدد رخصة السير الأسبوع الجاي,Ammani,neutral,high
شو رأيكم بمطعم ماكس قرب الجامعة؟,Ammani,neutral,high
باجي على وسط البلد بعد الدوام، في شغلات بدي أخلصها,Ammani,neutral,high
بفكر أسجل بدورة برمجة، شو بتنصحوني,Ammani,neutral,high
الأسبوع الجاي بدي أرتب غرفتي، صارت تحتاج تنظيم,Ammani,neutral,high
في عرض شغل وصلني، بفكر إذا يستاهل أتقدم,Ammani,neutral,high
سمعت إن في ازدحام كتير على جسر الملك حسين,Ammani,neutral,medium
الجامعة بتعيد افتتاح المكتبة بعد تجديدها الأسبوع الجاي,Ammani,neutral,medium
بدي أغير مزود الانترنت، في أحسن من اورنج؟,Ammani,neutral,high
صاحبي بيسألني شو الأوراق المطلوبة للتسجيل بالدوائر,Ammani,neutral,low
الحمل بعمان صعب بدون سيارة، كل شي بعيد,Ammani,neutral,high
بقرأ كتير عن السوق الوظيفي هالأيام، بحاول أفهم,Ammani,neutral,high
لازم أروح أشتري أغراض الشتا قبل ما يجي,Ammani,neutral,high
مين جرب مطعم حوارة الجديد على الرابية؟,Ammani,neutral,high
بدي أحط روتين صبح منتظم، بس صعب أصحى بدري,Ammani,neutral,medium
كل سنة نفس السؤال، وين نقضي العيد,Ammani,neutral,high
في ناس بتشتغل من البيت وناس لازم تروح، شو أحسن,Ammani,neutral,medium
الشتا وصل لعمان، لازم أطلع أشتري دفاية,Ammani,neutral,low
رح أحاول أحجز تذكرة بدري قبل ما ترتفع الأسعار,Ammani,neutral,high
بحتاج أروح دكتور أسنان من فترة بس دايما بأجل,Ammani,neutral,medium
الحي اللي أنا فيه هادي بس ما فيه محلات كتير,Ammani,neutral,medium
بعمان محلات الكتب مو كتير، لسا بفضل أشتري أونلاين,Ammani,neutral,high
شو الفرق بين كمبيوتر الماك والويندوز برأيكم,Ammani,neutral,high
كل ما أشوف إعلان سفر بفكر إني بدي أسافر,Ammani,neutral,high
بيت الطالب بالجامعة صار مو كافي لعدد الطلاب,Ammani,neutral,high
اليوم بدي أطبخ شي جديد ما جربته قبل,Ammani,neutral,high
بفكر أبدأ رياضة المشي، بس بدي رفيق,Ammani,neutral,high
صاحبي رح يتزوج الربيع الجاي، لازم نجهز,Ammani,neutral,high
الدراسة بالخارج حلم بس المصاري حاجز,Ammani,neutral,high
ما عارف وين أحجز ميكانيكي كويس بعمان,Ammani,neutral,high
الشارع الجديد اللي فتحوه خفف الأزمة شوي,Ammani,neutral,medium
مين عنده تجربة مع بنك الاتحاد؟,Ammani,neutral,high
بفكر أعمل مشروع صغير من البيت، بس لسا بدور على الفكرة,Ammani,neutral,high
كل ما بصحى الصبح بحتاج قهوتين على الأقل,Ammani,neutral,high
الجيران الجدد ما قدرت أتعرف عليهم لسا,Ammani,neutral,high
رح نحتاج نشتري أثاث جديد للبيت قريبا,Ammani,neutral,high
البيت الجديد قريب من الشغل، هاد أهم شي,Ammani,neutral,high
ما عارف كيف بدي أوزع وقتي بين الشغل والدراسة,Ammani,neutral,high
لازم أجدد تأمين السيارة الشهر الجاي,Ammani,neutral,high
سمعت إن في معرض للسيارات هالأسبوع بعمان,Ammani,neutral,high
في مقهى جديد بالويبدة كتير ناس بتحكي عنه,Ammani,neutral,high
بدي أبدأ أوفر بشكل منتظم، بس صعب,Ammani,neutral,high
رح أغير شغلي إذا لقيت فرصة أحسن بنفس التخصص,Ammani,neutral,medium
الباص السريع وصل لمناطق جديدة هالسنة,Ammani,neutral,high
بفكر أعمل صفحة أونلاين لبيع شغلات مدزعة,Ammani,neutral,high
صاحبي بيدرس محاسبة وبيسألني عن فرص الشغل,Ammani,neutral,medium
كل نهاية أسبوع نفس السؤال، شو رح نعمل,Ammani,neutral,high
لازم أروح أعمل فحص دوري للسيارة,Ammani,neutral,medium
بدي أحسن مستوى عربيتي المكتوبة، مو مناح كتير,Ammani,neutral,high
بعمان ما عندك خيار إلا السيارة الخاصة للتنقل,Ammani,neutral,high
الجامعة غيرت توقيت بعض المحاضرات هالترم,Ammani,neutral,high
سمعت إن في نظام جديد للمواعيد بالمستشفى الحكومي,Ammani,neutral,high
صاحبتي بتفكر تتقدم على وظيفة ببره، شو رأيكم,Ammani,neutral,high
بدي أحضر ورشة عمل عن ريادة الأعمال الجمعة,Ammani,neutral,high
الحديقة قرب بيتنا فيها أطفال كل يوم بعد الدوام,Ammani,neutral,high
ما عارف وين أبيع سيارتي القديمة بسعر منيح,Ammani,neutral,medium
اليوم عندي اجتماع أونلاين مع ناس من بره,Ammani,neutral,medium
بفكر أنقل بيتي لحي ثاني، بس التكاليف كتيرة,Ammani,neutral,medium
الطقس بدأ يبرد، وقت إخراج الجواكيت,Ammani,neutral,high
صاحبي بدو يفتح مشروع وبيسألني بأفكاري,Ammani,neutral,medium
بفكر أشترك بنادي كتاب، في أحد مهتم,Ammani,neutral,medium
لسا ما قررت شو التخصص الأنسب للماستر,Ammani,neutral,medium
الزحمة على وسط البلد تبدأ بدري هالأيام,Ammani,neutral,high
ما عارف إذا أجدد الإيجار أو أدور على شقة ثانية,Ammani,neutral,high
بدي أتعلم مهارة جديدة هالصيف، بس ما قررت شو,Ammani,neutral,medium
هاد الشهر في مصاريف زيادة عن المعتاد,Ammani,neutral,high
بعمان كل يوم يفتح مطعم جديد,Ammani,neutral,high
شو أفضل تطبيق للتسوق الأونلاين بالأردن,Ammani,neutral,medium
بفكر أرجع للمدرسة أعلم بدوام جزئي,Ammani,neutral,medium
الحي تغير كتير من لما أنا صغير,Ammani,neutral,high
بدي أروح عيّن عيني قبل نهاية السنة,Ammani,neutral,medium
ما عارف كيف الناس بتوفر وسط هالمصاريف,Ammani,neutral,high
اليوم بدي أخلص شغل البيت اللي متأخر,Ammani,neutral,high
صاحبي قالي في ديرة جديدة بالمدينة اللي ما جربناها,Ammani,neutral,high
هاي الفترة بقرأ عن الاستثمار بالذهب,Ammani,neutral,high
لازم أتواصل مع المعلم قبل الامتحان هالأسبوع,Ammani,neutral,high
رح أزور الأهل هالعيد إذا الأحوال سمحت,Ammani,neutral,high
ما عارف شو أهدي أبوي بعيد ميلاده,Ammani,neutral,high
بعمان ما في حرارة كافية بالشتا وما في تبريد بالصيف 😅,Ammani,neutral,high
بدي أنظم وقتي أحسن، كل يوم حاسس ما خلصت شي,Ammani,neutral,high
الجامعة الجديدة اللي افتتحت بشمال عمان، مين يعرف عنها,Ammani,neutral,low
كل الأسعار ارتفعت بس الراتب نفسه، معادلة صعبة,Ammani,neutral,medium
صاحبي بيسألني عن أفضل كورس أونلاين للبرمجة,Ammani,neutral,high
بعمان ما بتعرف وين بدك تروح يوم الجمعة,Ammani,neutral,high
رح أحتاج أشتري ثلاجة جديدة هالشهر,Ammani,neutral,medium
ما عارف كيف أوازن بين الشغل والوقت الشخصي,Ammani,neutral,high
سمعت إن المستشفى الجديد فيه تخصصات ما كانت موجودة,Ammani,neutral,medium
الجو بدأ يصحى شوي بعد أيام الغيم,Ammani,neutral,high
بفكر أزور فلسطين بعد ما ما زرت من سنين,Ammani,neutral,high
لسا ما اتعلمت كيف أستخدم تطبيق الجامعة الجديد,Ammani,neutral,medium
الحارة اللي بيتنا فيها بيوتها كتير قريبة من بعض,Ammani,neutral,medium
في رحلة عيلية مخططين لها الصيف، لسا التفاصيل مو ثابتة,Ammani,neutral,high
مين بيعرف دكتور عظام كويس ما غالي بعمان,Ammani,neutral,medium
شو أفضل حي تسكن فيه لو بدك تكون قريب من كل شي,Ammani,neutral,medium
الحافلة رقم ٢٤ تعدل مسارها من الأسبوع الجاي,Ammani,neutral,medium
بدي أشوف شو في بيوم الأرض هالسنة بعمان,Ammani,neutral,medium
بفكر أحضر معرض الكتاب، في أحد رح يجي,Ammani,neutral,high
كل ما بفكر أطبخ بقول بكرا وبكرا ما بجي,Ammani,neutral,high
الصيف رح يكون حار هالسنة على ما قالوا بالأخبار,Ammani,neutral,high
بدي أبدأ أتعلم عزف، ما عارف من وين أبدأ,Ammani,neutral,high
ما عارف وين أشتري نباتات منزلية بعمان بسعر معقول,Ammani,neutral,high
الحي اللي نسكن فيه ما في فيه سوبرماركت قريب,Ammani,neutral,high
اليوم خلصنا الاجتماع بساعة وطلعنا بنتيجة واضحة، نادر يصير هيك,Ammani,positive,medium
أمي عملت كباب باللوح وجلسنا كل العيلة نتغدى، ما في أحلى,Ammani,positive,high
